Variable,DictionaryID,DimensionID,Type,LanguageCode,DictionaryHumanName,DimensionHumanName,DictionaryCitation
c18.24,18,24,WORDCOUNT,eng,GDELT GKG Themes,CEASEFIRE,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.25,18,25,WORDCOUNT,eng,GDELT GKG Themes,BLOCKADE,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.26,18,26,WORDCOUNT,eng,GDELT GKG Themes,RETALIATE,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.27,18,27,WORDCOUNT,eng,GDELT GKG Themes,BAN,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.28,18,28,WORDCOUNT,eng,GDELT GKG Themes,DEFECTION,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.29,18,29,WORDCOUNT,eng,GDELT GKG Themes,TREASON,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.30,18,30,WORDCOUNT,eng,GDELT GKG Themes,WHISTLEBLOWER,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.31,18,31,WORDCOUNT,eng,GDELT GKG Themes,SELF_IDENTIFIED_ATROCITY,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.32,18,32,WORDCOUNT,eng,GDELT GKG Themes,VANDALIZE,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.33,18,33,WORDCOUNT,eng,GDELT GKG Themes,DELAY,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.34,18,34,WORDCOUNT,eng,GDELT GKG Themes,GENERAL_HEALTH,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.35,18,35,WORDCOUNT,eng,GDELT GKG Themes,GENERAL_GOVERNMENT,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.36,18,36,WORDCOUNT,eng,GDELT GKG Themes,ECON_DEVELOPMENTORGS,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.37,18,37,WORDCOUNT,eng,GDELT GKG Themes,CRIME_CARTELS,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.38,18,38,WORDCOUNT,eng,GDELT GKG Themes,TAX_CARTELS,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.39,18,39,WORDCOUNT,eng,GDELT GKG Themes,CRIME_ILLEGAL_DRUGS,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.40,18,40,WORDCOUNT,eng,GDELT GKG Themes,FOOD_STAPLE,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.41,18,41,WORDCOUNT,eng,GDELT GKG Themes,TAX_FOODSTAPLES,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.42,18,42,WORDCOUNT,eng,GDELT GKG Themes,ECON_COST_OF_LIVING,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.43,18,43,WORDCOUNT,eng,GDELT GKG Themes,POLITICAL_PRISONER,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.44,18,44,WORDCOUNT,eng,GDELT GKG Themes,EXTREMISM,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.45,18,45,WORDCOUNT,eng,GDELT GKG Themes,PROPAGANDA,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.46,18,46,WORDCOUNT,eng,GDELT GKG Themes,TAKE_OFFICE,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.47,18,47,WORDCOUNT,eng,GDELT GKG Themes,ECON_TRADE_DISPUTE,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.48,18,48,WORDCOUNT,eng,GDELT GKG Themes,SCANDAL,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.49,18,49,WORDCOUNT,eng,GDELT GKG Themes,LEGALIZE,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.50,18,50,WORDCOUNT,eng,GDELT GKG Themes,SHORTAGE,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.51,18,51,WORDCOUNT,eng,GDELT GKG Themes,CRIME_COMMON_ROBBERY,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.52,18,52,WORDCOUNT,eng,GDELT GKG Themes,AGRICULTURE,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.53,18,53,WORDCOUNT,eng,GDELT GKG Themes,ECON_UNIONS,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.54,18,54,WORDCOUNT,eng,GDELT GKG Themes,ECON_BANKRUPTCY,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.55,18,55,WORDCOUNT,eng,GDELT GKG Themes,MIL_WEAPONS_PROLIFERATION,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.56,18,56,WORDCOUNT,eng,GDELT GKG Themes,MIL_SELF_IDENTIFIED_ARMS_DEAL,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.57,18,57,WORDCOUNT,eng,GDELT GKG Themes,ECON_CURRENCY_RESERVES,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.58,18,58,WORDCOUNT,eng,GDELT GKG Themes,ECON_CURRENCY_EXCHANGE_RATE,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.59,18,59,WORDCOUNT,eng,GDELT GKG Themes,ECON_STOCKMARKET,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.60,18,60,WORDCOUNT,eng,GDELT GKG Themes,ECON_EARNINGSREPORT,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.61,18,61,WORDCOUNT,eng,GDELT GKG Themes,ECON_IPO,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.62,18,62,WORDCOUNT,eng,GDELT GKG Themes,ECON_HOUSING_PRICES,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.63,18,63,WORDCOUNT,eng,GDELT GKG Themes,ECON_INTEREST_RATES,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.64,18,64,WORDCOUNT,eng,GDELT GKG Themes,VIOLENT_UNREST,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.65,18,65,WORDCOUNT,eng,GDELT GKG Themes,LANDMINE,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.66,18,66,WORDCOUNT,eng,GDELT GKG Themes,STRIKE,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.67,18,67,WORDCOUNT,eng,GDELT GKG Themes,SOVEREIGNTY,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.68,18,68,WORDCOUNT,eng,GDELT GKG Themes,FUELPRICES,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.69,18,69,WORDCOUNT,eng,GDELT GKG Themes,PEACEKEEPING,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.70,18,70,WORDCOUNT,eng,GDELT GKG Themes,MILITARY_COOPERATION,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.71,18,71,WORDCOUNT,eng,GDELT GKG Themes,SECURITY_SERVICES,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.72,18,72,WORDCOUNT,eng,GDELT GKG Themes,MILITARY,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.73,18,73,WORDCOUNT,eng,GDELT GKG Themes,TAX_MILITARY_TITLE,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.74,18,74,WORDCOUNT,eng,GDELT GKG Themes,NEW_CONSTRUCTION,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.75,18,75,WORDCOUNT,eng,GDELT GKG Themes,TERROR,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.76,18,76,WORDCOUNT,eng,GDELT GKG Themes,ARMEDCONFLICT,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.77,18,77,WORDCOUNT,eng,GDELT GKG Themes,ARREST,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.78,18,78,WORDCOUNT,eng,GDELT GKG Themes,AFFECT,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.79,18,79,WORDCOUNT,eng,GDELT GKG Themes,DISPLACED,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.80,18,80,WORDCOUNT,eng,GDELT GKG Themes,SICKENED,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.81,18,81,WORDCOUNT,eng,GDELT GKG Themes,RELIGION,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.82,18,82,WORDCOUNT,eng,GDELT GKG Themes,SCIENCE,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.83,18,83,WORDCOUNT,eng,GDELT GKG Themes,EVACUATION,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.84,18,84,WORDCOUNT,eng,GDELT GKG Themes,ORGANIZED_CRIME,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.85,18,85,WORDCOUNT,eng,GDELT GKG Themes,STATE_OF_EMERGENCY,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.86,18,86,WORDCOUNT,eng,GDELT GKG Themes,CURFEW,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.87,18,87,WORDCOUNT,eng,GDELT GKG Themes,SUICIDE_ATTACK,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.88,18,88,WORDCOUNT,eng,GDELT GKG Themes,EXILE,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.89,18,89,WORDCOUNT,eng,GDELT GKG Themes,CONFISCATION,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.90,18,90,WORDCOUNT,eng,GDELT GKG Themes,CLOSURE,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.91,18,91,WORDCOUNT,eng,GDELT GKG Themes,MARITIME_INCIDENT_SELF_IDENTIFIED,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.92,18,92,WORDCOUNT,eng,GDELT GKG Themes,BORDER,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.93,18,93,WORDCOUNT,eng,GDELT GKG Themes,FOOD_SECURITY,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.94,18,94,WORDCOUNT,eng,GDELT GKG Themes,WATER_SECURITY,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.95,18,95,WORDCOUNT,eng,GDELT GKG Themes,SANITATION,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.96,18,96,WORDCOUNT,eng,GDELT GKG Themes,PRIVATIZATION,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.97,18,97,WORDCOUNT,eng,GDELT GKG Themes,JUSTICE,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.98,18,98,WORDCOUNT,eng,GDELT GKG Themes,TRANSPARENCY,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.99,18,99,WORDCOUNT,eng,GDELT GKG Themes,RETIREMENT,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.100,18,100,WORDCOUNT,eng,GDELT GKG Themes,DEMOCRACY,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.101,18,101,WORDCOUNT,eng,GDELT GKG Themes,IMMIGRATION,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.102,18,102,WORDCOUNT,eng,GDELT GKG Themes,HUMAN_TRAFFICKING,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.103,18,103,WORDCOUNT,eng,GDELT GKG Themes,SMUGGLING,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.104,18,104,WORDCOUNT,eng,GDELT GKG Themes,SLUMS,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.105,18,105,WORDCOUNT,eng,GDELT GKG Themes,MOVEMENT_SOCIAL,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.106,18,106,WORDCOUNT,eng,GDELT GKG Themes,INCOME_INEQUALITY,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.107,18,107,WORDCOUNT,eng,GDELT GKG Themes,MOVEMENT_WOMENS,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.108,18,108,WORDCOUNT,eng,GDELT GKG Themes,MOVEMENT_ENVIRONMENTAL,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.109,18,109,WORDCOUNT,eng,GDELT GKG Themes,GENDER_VIOLENCE,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.110,18,110,WORDCOUNT,eng,GDELT GKG Themes,DISABILITY,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.111,18,111,WORDCOUNT,eng,GDELT GKG Themes,LGBT,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.112,18,112,WORDCOUNT,eng,GDELT GKG Themes,MOVEMENT_OTHER,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.113,18,113,WORDCOUNT,eng,GDELT GKG Themes,MOVEMENT_GENERAL,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.114,18,114,WORDCOUNT,eng,GDELT GKG Themes,PERSECUTION,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.115,18,115,WORDCOUNT,eng,GDELT GKG Themes,RAPE,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.116,18,116,WORDCOUNT,eng,GDELT GKG Themes,SELF_IDENTIFIED_HUMAN_RIGHTS,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.117,18,117,WORDCOUNT,eng,GDELT GKG Themes,HUMAN_RIGHTS_ABUSES,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.118,18,118,WORDCOUNT,eng,GDELT GKG Themes,FREESPEECH,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.119,18,119,WORDCOUNT,eng,GDELT GKG Themes,SELF_IDENTIFIED_HUMANITARIAN_CRISIS,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.120,18,120,WORDCOUNT,eng,GDELT GKG Themes,TORTURE,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.121,18,121,WORDCOUNT,eng,GDELT GKG Themes,UNSAFE_WORK_ENVIRONMENT,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.122,18,122,WORDCOUNT,eng,GDELT GKG Themes,UNEMPLOYMENT,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.123,18,123,WORDCOUNT,eng,GDELT GKG Themes,SANCTIONS,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.124,18,124,WORDCOUNT,eng,GDELT GKG Themes,WMD,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.125,18,125,WORDCOUNT,eng,GDELT GKG Themes,REFUGEES,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.126,18,126,WORDCOUNT,eng,GDELT GKG Themes,DEATH_PENALTY,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.127,18,127,WORDCOUNT,eng,GDELT GKG Themes,INTERNET_BLACKOUT,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.128,18,128,WORDCOUNT,eng,GDELT GKG Themes,PHONE_OUTAGE,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.129,18,129,WORDCOUNT,eng,GDELT GKG Themes,INTERNET_CENSORSHIP,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.130,18,130,WORDCOUNT,eng,GDELT GKG Themes,MEDIA_CENSORSHIP,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.131,18,131,WORDCOUNT,eng,GDELT GKG Themes,PIRACY,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.132,18,132,WORDCOUNT,eng,GDELT GKG Themes,KIDNAP,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.133,18,133,WORDCOUNT,eng,GDELT GKG Themes,SEIZE,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.134,18,134,WORDCOUNT,eng,GDELT GKG Themes,ELECTION_FRAUD,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.135,18,135,WORDCOUNT,eng,GDELT GKG Themes,ASSASSINATION,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.136,18,136,WORDCOUNT,eng,GDELT GKG Themes,POVERTY,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.137,18,137,WORDCOUNT,eng,GDELT GKG Themes,TRIAL,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.138,18,138,WORDCOUNT,eng,GDELT GKG Themes,CONSTITUTIONAL,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
c18.139,18,139,WORDCOUNT,eng,GDELT GKG Themes,LEADER,Kalev Hannes Leetaru. (2013).  'The GDELT Global Knowledge Graph (GKG)'.  Available http://gdeltproject.org/
